market,version,candidate_id,component,bucket,weight
eu-small,old,eu_small_syn_full_bucket_equal,Daily Vol 260J score_delta lag12,risk_decline,0.125
eu-small,old,eu_small_syn_full_bucket_equal,growth: EPS Growth FY1,growth,0.125
eu-small,old,eu_small_syn_full_bucket_equal,momentum: EPS Revision Ratio,revision,0.125
eu-small,old,eu_small_syn_full_bucket_equal,momentum: PMOM 12M1M,pmom,0.125
eu-small,old,eu_small_syn_full_bucket_equal,EV To EBITDA NTM directional_delta lag1,value_improvement,0.041666666666666664
eu-small,old,eu_small_syn_full_bucket_equal,Earns Yield FY1 score_delta lag1,earnings_yield_improvement,0.041666666666666664
eu-small,old,eu_small_syn_full_bucket_equal,Earns Yield NTM directional_delta lag1,earnings_yield_improvement,0.041666666666666664
eu-small,old,eu_small_syn_full_bucket_equal,Earns Yield NTM score_delta lag1,earnings_yield_improvement,0.041666666666666664
eu-small,old,eu_small_syn_full_bucket_equal,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.041666666666666664
eu-small,old,eu_small_syn_full_bucket_equal,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.041666666666666664
eu-small,old,eu_small_syn_full_bucket_equal,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.041666666666666664
eu-small,old,eu_small_syn_full_bucket_equal,PB LTM directional_delta lag1,value_improvement,0.041666666666666664
eu-small,old,eu_small_syn_full_bucket_equal,PB LTM directional_delta lag3,value_improvement,0.041666666666666664
eu-small,old,eu_small_syn_full_bucket_equal,Oper Margin directional_delta lag1,quality_improvement,0.03125
eu-small,old,eu_small_syn_full_bucket_equal,Oper Margin directional_delta lag3,quality_improvement,0.03125
eu-small,old,eu_small_syn_full_bucket_equal,ROE avg FY0 directional_delta lag1,quality_improvement,0.03125
eu-small,old,eu_small_syn_full_bucket_equal,ROE avg FY0 directional_delta lag3,quality_improvement,0.03125
eu-small,old,eu_small_syn_subset_e797b03b9e,EV To EBITDA NTM directional_delta lag1,value_improvement,0.16666666666666666
eu-small,old,eu_small_syn_subset_e797b03b9e,PB LTM directional_delta lag1,value_improvement,0.16666666666666666
eu-small,old,eu_small_syn_subset_e797b03b9e,PB LTM directional_delta lag3,value_improvement,0.16666666666666666
eu-small,old,eu_small_syn_subset_e797b03b9e,Oper Margin directional_delta lag1,quality_improvement,0.125
eu-small,old,eu_small_syn_subset_e797b03b9e,Oper Margin directional_delta lag3,quality_improvement,0.125
eu-small,old,eu_small_syn_subset_e797b03b9e,ROE avg FY0 directional_delta lag1,quality_improvement,0.125
eu-small,old,eu_small_syn_subset_e797b03b9e,ROE avg FY0 directional_delta lag3,quality_improvement,0.125
eu-small,old,eu_small_syn_loo_without_growth,Daily Vol 260J score_delta lag12,risk_decline,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_growth,momentum: EPS Revision Ratio,revision,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_growth,momentum: PMOM 12M1M,pmom,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_growth,EV To EBITDA NTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_growth,Earns Yield FY1 score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_growth,Earns Yield NTM directional_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_growth,Earns Yield NTM score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_growth,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_growth,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_growth,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_growth,PB LTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_growth,PB LTM directional_delta lag3,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_growth,Oper Margin directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_growth,Oper Margin directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_growth,ROE avg FY0 directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_growth,ROE avg FY0 directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_subset_6d32f9616c,Earns Yield FY1 score_delta lag1,earnings_yield_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_6d32f9616c,Earns Yield NTM directional_delta lag1,earnings_yield_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_6d32f9616c,Earns Yield NTM score_delta lag1,earnings_yield_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_6d32f9616c,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_6d32f9616c,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_6d32f9616c,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_6d32f9616c,Oper Margin directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_6d32f9616c,Oper Margin directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_6d32f9616c,ROE avg FY0 directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_6d32f9616c,ROE avg FY0 directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_b3c0d0fc7d,momentum: EPS Revision Ratio,revision,0.3333333333333333
eu-small,old,eu_small_syn_subset_b3c0d0fc7d,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_b3c0d0fc7d,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_b3c0d0fc7d,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_b3c0d0fc7d,Oper Margin directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_b3c0d0fc7d,Oper Margin directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_b3c0d0fc7d,ROE avg FY0 directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_b3c0d0fc7d,ROE avg FY0 directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_af05547f2a,momentum: PMOM 12M1M,pmom,0.3333333333333333
eu-small,old,eu_small_syn_subset_af05547f2a,EV To EBITDA NTM directional_delta lag1,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_af05547f2a,PB LTM directional_delta lag1,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_af05547f2a,PB LTM directional_delta lag3,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_af05547f2a,Oper Margin directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_af05547f2a,Oper Margin directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_af05547f2a,ROE avg FY0 directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_af05547f2a,ROE avg FY0 directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_loo_without_risk_decline,growth: EPS Growth FY1,growth,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_risk_decline,momentum: EPS Revision Ratio,revision,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_risk_decline,momentum: PMOM 12M1M,pmom,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_risk_decline,EV To EBITDA NTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_risk_decline,Earns Yield FY1 score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_risk_decline,Earns Yield NTM directional_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_risk_decline,Earns Yield NTM score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_risk_decline,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_risk_decline,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_risk_decline,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_risk_decline,PB LTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_risk_decline,PB LTM directional_delta lag3,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_risk_decline,Oper Margin directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_risk_decline,Oper Margin directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_risk_decline,ROE avg FY0 directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_risk_decline,ROE avg FY0 directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_subset_e5c1a446e9,momentum: EPS Revision Ratio,revision,0.3333333333333333
eu-small,old,eu_small_syn_subset_e5c1a446e9,EV To EBITDA NTM directional_delta lag1,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_e5c1a446e9,PB LTM directional_delta lag1,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_e5c1a446e9,PB LTM directional_delta lag3,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_e5c1a446e9,Oper Margin directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_e5c1a446e9,Oper Margin directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_e5c1a446e9,ROE avg FY0 directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_e5c1a446e9,ROE avg FY0 directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,Daily Vol 260J score_delta lag12,risk_decline,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,growth: EPS Growth FY1,growth,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,momentum: EPS Revision Ratio,revision,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,momentum: PMOM 12M1M,pmom,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,EV To EBITDA NTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,PB LTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,PB LTM directional_delta lag3,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,Oper Margin directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,Oper Margin directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,ROE avg FY0 directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_earnings_yield_improvement,ROE avg FY0 directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_revision,Daily Vol 260J score_delta lag12,risk_decline,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_revision,growth: EPS Growth FY1,growth,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_revision,momentum: PMOM 12M1M,pmom,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_revision,EV To EBITDA NTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_revision,Earns Yield FY1 score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_revision,Earns Yield NTM directional_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_revision,Earns Yield NTM score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_revision,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_revision,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_revision,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_revision,PB LTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_revision,PB LTM directional_delta lag3,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_revision,Oper Margin directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_revision,Oper Margin directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_revision,ROE avg FY0 directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_revision,ROE avg FY0 directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_pmom,Daily Vol 260J score_delta lag12,risk_decline,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_pmom,growth: EPS Growth FY1,growth,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_pmom,momentum: EPS Revision Ratio,revision,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_pmom,EV To EBITDA NTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_pmom,Earns Yield FY1 score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_pmom,Earns Yield NTM directional_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_pmom,Earns Yield NTM score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_pmom,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_pmom,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_pmom,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_pmom,PB LTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_pmom,PB LTM directional_delta lag3,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_pmom,Oper Margin directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_pmom,Oper Margin directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_pmom,ROE avg FY0 directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_pmom,ROE avg FY0 directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_validated_qvm,EPS Revision Ratio（高为好）,momentum,0.15
eu-small,old,eu_small_validated_qvm,PMOM 12M1M（高为好）,momentum,0.15
eu-small,old,eu_small_validated_qvm,NetDebt to EBITDA exFIN（低为好）,quality,0.13333333333333333
eu-small,old,eu_small_validated_qvm,Oper Margin（高为好）,quality,0.13333333333333333
eu-small,old,eu_small_validated_qvm,ROE avg FY0（高为好）,quality,0.13333333333333333
eu-small,old,eu_small_validated_qvm,Earns Yield FY1（高为好）,value,0.09999999999999999
eu-small,old,eu_small_validated_qvm,Earns Yield NTM（高为好）,value,0.09999999999999999
eu-small,old,eu_small_validated_qvm,PFCF LTM（低为好）,value,0.09999999999999999
eu-small,old,eu_small_syn_subset_cdefeb1ebb,EV To EBITDA NTM directional_delta lag1,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_cdefeb1ebb,Earns Yield FY1 score_delta lag1,earnings_yield_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_cdefeb1ebb,Earns Yield NTM directional_delta lag1,earnings_yield_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_cdefeb1ebb,Earns Yield NTM score_delta lag1,earnings_yield_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_cdefeb1ebb,PB LTM directional_delta lag1,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_cdefeb1ebb,PB LTM directional_delta lag3,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_cdefeb1ebb,Oper Margin directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_cdefeb1ebb,Oper Margin directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_cdefeb1ebb,ROE avg FY0 directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_cdefeb1ebb,ROE avg FY0 directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_eba89b8a51,momentum: PMOM 12M1M,pmom,0.3333333333333333
eu-small,old,eu_small_syn_subset_eba89b8a51,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_eba89b8a51,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_eba89b8a51,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_eba89b8a51,Oper Margin directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_eba89b8a51,Oper Margin directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_eba89b8a51,ROE avg FY0 directional_delta lag1,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_eba89b8a51,ROE avg FY0 directional_delta lag3,quality_improvement,0.08333333333333333
eu-small,old,eu_small_syn_subset_8cd5bfe02a,momentum: EPS Revision Ratio,revision,0.3333333333333333
eu-small,old,eu_small_syn_subset_8cd5bfe02a,EV To EBITDA NTM directional_delta lag1,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_8cd5bfe02a,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_8cd5bfe02a,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_8cd5bfe02a,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.1111111111111111
eu-small,old,eu_small_syn_subset_8cd5bfe02a,PB LTM directional_delta lag1,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_subset_8cd5bfe02a,PB LTM directional_delta lag3,value_improvement,0.1111111111111111
eu-small,old,eu_small_syn_pair_674e67cd8d37,NetDebt to EBITDA exFIN score_delta lag1,NetDebt to EBITDA exFIN score_delta lag1,0.5
eu-small,old,eu_small_syn_pair_674e67cd8d37,Oper Margin directional_delta lag1,Oper Margin directional_delta lag1,0.5
eu-small,old,eu_small_syn_loo_without_value_improvement,Daily Vol 260J score_delta lag12,risk_decline,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_value_improvement,growth: EPS Growth FY1,growth,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_value_improvement,momentum: EPS Revision Ratio,revision,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_value_improvement,momentum: PMOM 12M1M,pmom,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_value_improvement,Earns Yield FY1 score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_value_improvement,Earns Yield NTM directional_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_value_improvement,Earns Yield NTM score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_value_improvement,NetDebt to EBITDA exFIN directional_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_value_improvement,NetDebt to EBITDA exFIN score_delta lag1,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_value_improvement,NetDebt to EBITDA exFIN score_delta lag3,deleveraging,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_value_improvement,Oper Margin directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_value_improvement,Oper Margin directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_value_improvement,ROE avg FY0 directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_value_improvement,ROE avg FY0 directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_pair_5c2034907e5f,NetDebt to EBITDA exFIN directional_delta lag1,NetDebt to EBITDA exFIN directional_delta lag1,0.5
eu-small,old,eu_small_syn_pair_5c2034907e5f,Oper Margin directional_delta lag3,Oper Margin directional_delta lag3,0.5
eu-small,old,eu_small_validated_loo_growth,dividend: DPS 1Y Growth FY1,eu_small_validated_dividend,0.08333333333333333
eu-small,old,eu_small_validated_loo_growth,dividend: DVD Yield FY1,eu_small_validated_dividend,0.08333333333333333
eu-small,old,eu_small_validated_loo_growth,dividend: DVD Yield NTM,eu_small_validated_dividend,0.08333333333333333
eu-small,old,eu_small_validated_loo_growth,momentum: EPS Revision Ratio,eu_small_validated_momentum,0.125
eu-small,old,eu_small_validated_loo_growth,momentum: PMOM 12M1M,eu_small_validated_momentum,0.125
eu-small,old,eu_small_validated_loo_growth,quality: NetDebt to EBITDA exFIN,eu_small_validated_quality,0.08333333333333333
eu-small,old,eu_small_validated_loo_growth,quality: Oper Margin,eu_small_validated_quality,0.08333333333333333
eu-small,old,eu_small_validated_loo_growth,quality: ROE avg FY0,eu_small_validated_quality,0.08333333333333333
eu-small,old,eu_small_validated_loo_growth,value: Earns Yield FY1,eu_small_validated_value,0.08333333333333333
eu-small,old,eu_small_validated_loo_growth,value: Earns Yield NTM,eu_small_validated_value,0.08333333333333333
eu-small,old,eu_small_validated_loo_growth,value: PFCF LTM,eu_small_validated_value,0.08333333333333333
eu-small,old,eu_small_syn_subset_693104f7b4,momentum: EPS Revision Ratio,revision,0.5
eu-small,old,eu_small_syn_subset_693104f7b4,Oper Margin directional_delta lag1,quality_improvement,0.125
eu-small,old,eu_small_syn_subset_693104f7b4,Oper Margin directional_delta lag3,quality_improvement,0.125
eu-small,old,eu_small_syn_subset_693104f7b4,ROE avg FY0 directional_delta lag1,quality_improvement,0.125
eu-small,old,eu_small_syn_subset_693104f7b4,ROE avg FY0 directional_delta lag3,quality_improvement,0.125
eu-small,old,eu_small_syn_loo_without_deleveraging,Daily Vol 260J score_delta lag12,risk_decline,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_deleveraging,growth: EPS Growth FY1,growth,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_deleveraging,momentum: EPS Revision Ratio,revision,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_deleveraging,momentum: PMOM 12M1M,pmom,0.14285714285714285
eu-small,old,eu_small_syn_loo_without_deleveraging,EV To EBITDA NTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_deleveraging,Earns Yield FY1 score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_deleveraging,Earns Yield NTM directional_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_deleveraging,Earns Yield NTM score_delta lag1,earnings_yield_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_deleveraging,PB LTM directional_delta lag1,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_deleveraging,PB LTM directional_delta lag3,value_improvement,0.047619047619047616
eu-small,old,eu_small_syn_loo_without_deleveraging,Oper Margin directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_deleveraging,Oper Margin directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_deleveraging,ROE avg FY0 directional_delta lag1,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_loo_without_deleveraging,ROE avg FY0 directional_delta lag3,quality_improvement,0.03571428571428571
eu-small,old,eu_small_syn_pair_3ec53d9c2684,NetDebt to EBITDA exFIN directional_delta lag1,NetDebt to EBITDA exFIN directional_delta lag1,0.5
eu-small,old,eu_small_syn_pair_3ec53d9c2684,ROE avg FY0 directional_delta lag3,ROE avg FY0 directional_delta lag3,0.5
eu-small,old,eu_small_validated_quality_momentum,momentum: EPS Revision Ratio,eu_small_validated_momentum,0.25
eu-small,old,eu_small_validated_quality_momentum,momentum: PMOM 12M1M,eu_small_validated_momentum,0.25
eu-small,old,eu_small_validated_quality_momentum,quality: NetDebt to EBITDA exFIN,eu_small_validated_quality,0.16666666666666666
eu-small,old,eu_small_validated_quality_momentum,quality: Oper Margin,eu_small_validated_quality,0.16666666666666666
