market,benchmark,version,version_label,candidate_id,label,group,kind,top_cagr,active_cagr,top_worst_cagr,top_worst_terminal,robust_score,coverage,turnover,start_date,end_date,series_points,component_count,subset_keys,thesis,economics,source_run,source_document
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_country_quality_repair,Country-aware Quality Repair,新扩展 · quality_improvement,extension_candidate,0.1609953085243514,0.06027486546827343,0.125094484599658,6.919044034971959,4.308730614029945,0.7541376767993492,,2010-02-02,2026-07-02,199,2,,Margin improvement jointly confirmed by deleveraging.,Margin improvement jointly confirmed by deleveraging.。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_country_margin_improvement,Country-aware Margin Improvement,新扩展 · quality_improvement,extension_candidate,0.1402245619802207,0.04130605439119228,0.10464208380408335,5.120301109786073,2.8414877830847796,0.9670934992076339,,2010-02-02,2026-07-02,199,1,,Three-observation operating-margin improvement with country awareness.,Three-observation operating-margin improvement with country awareness.。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_country_deleveraging,Country-aware Deleveraging,新扩展 · deleveraging,extension_candidate,0.14580675606754845,0.04640397383914552,0.09695883300783437,4.566153789546812,2.6586075840312695,0.7541376767993492,,2010-02-02,2026-07-02,199,1,,在国家与行业同组内寻找负债改善。,国家中性化降低欧洲融资制度差异的干扰，净负债改善则直接约束再融资脆弱性。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_residual_momentum_revision,Residual Momentum + Revision,新扩展 · residual_momentum,extension_candidate,0.1250477408476287,0.029519736603924818,0.07830886417148641,3.466868891734862,1.633445971957616,0.9838645435208176,,2010-01-04,2026-07-02,200,2,,剔除 STOXX 市场共同波动后再观察趋势。,残差动量更接近公司特有信息扩散，Revision 确认可过滤纯 beta 驱动的价格上涨。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_country_earnings_yield_improvement,Country-aware Earnings-yield Improvement,新扩展 · earnings_yield_improvement,extension_candidate,0.13236560943330145,0.031493991182365066,0.07631327745849426,3.426819404584152,1.6168500062832631,0.9807374513775307,,2009-10-02,2026-07-02,203,1,,One-observation earnings-yield improvement with country awareness.,One-observation earnings-yield improvement with country awareness.。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_country_value_confirmation,Country-aware Value Confirmation,新扩展 · earnings_yield_improvement,extension_candidate,0.12416308201822002,0.02402214807906944,0.07282220820070062,3.245349942894663,1.334755182769427,0.9750849569071448,,2009-10-02,2026-07-02,203,2,,Earnings-yield improvement confirmed by revisions.,Earnings-yield improvement confirmed by revisions.。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_country_revision,Country-aware EPS Revision,新扩展 · revision,extension_candidate,0.13160384300021066,0.023761984373729783,0.06116096068139787,2.743240229389834,1.1046113602164247,0.9941356429182804,,2009-07-02,2026-07-02,206,1,,在国家与行业同组内比较盈利预期修正。,欧洲国家会计、行业权重与宏观暴露不同，同组排序更聚焦公司层面的盈利信息。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_country_pmom,Country-aware PMOM,新扩展 · pmom,extension_candidate,0.1351593408793328,0.02697864338756739,0.06601949998021062,2.9647530634574184,1.086629024075028,0.9913051584308608,,2009-07-02,2026-07-02,206,1,,价格动量在国家与行业同组内作相对确认。,欧洲市场分散在多个国家，同组相对趋势更接近公司特有信息，而不是国家指数方向。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_downside_aware_revision,Downside-aware Revision,新扩展 · residual_risk,extension_candidate,0.1079908829519074,0.013911179897895698,0.06942117422625893,3.02458331008449,1.0736378513466183,0.9758476623079465,,2010-01-04,2026-07-02,200,2,,在基本面改善中约束公司特有下行风险。,残差下行风险用于避免把高 beta 或尾部脆弱性误当作更强的预期回报。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_capital_efficient_growth_revision,Capital-efficient Growth + Revision,新扩展 · capital_efficiency,extension_candidate,0.1313414271187805,0.023524576915074924,0.053364941430479096,2.420054559367548,0.8927221277632957,0.9739917458326625,,2009-07-02,2026-07-02,206,4,,增长需要资本生产率和现金转化共同确认。,欧洲行业结构差异很大；资本效率用于区分可自我融资的增长与依赖持续资本投入的扩张。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_dividend_revision_quality,Dividend Growth + Revision + Payout,新扩展 · dividend_sustainability,extension_candidate,0.13007949006870034,0.022382902610088795,0.05607374989017844,2.5280519899727825,0.7459715584395274,0.929670087541631,,2009-07-02,2026-07-02,206,3,,股息增长必须由盈利上修和派息纪律确认。,单看高股息容易落入价值陷阱；盈利修正与合理派息率用于确认股息的可持续性。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_cash_productivity,FCF / Sales,新扩展 · capital_efficiency,extension_candidate,0.1338280719581013,0.025774244594416684,0.04021466134789353,1.9546940267697273,0.685037382218475,0.7709849916526131,,2009-07-02,2026-07-02,206,1,,增长需要资本生产率和现金转化共同确认。,欧洲行业结构差异很大；资本效率用于区分可自我融资的增长与依赖持续资本投入的扩张。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_residual_momentum_risk_adjusted,Risk-adjusted Residual Momentum,新扩展 · residual_momentum,extension_candidate,0.10328508723783414,0.00960495437934128,0.03519331847639662,1.768907016754247,0.18378827346091342,0.981517105787239,,2010-01-04,2026-07-02,200,1,,剔除 STOXX 市场共同波动后再观察趋势。,残差动量更接近公司特有信息扩散，Revision 确认可过滤纯 beta 驱动的价格上涨。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_low_residual_downside_risk,Low Residual Downside Risk,新扩展 · residual_risk,extension_candidate,0.09533453961425997,0.002329488709424954,0.029977950739604964,1.627546821510122,0.11662883840892024,0.981517105787239,,2010-01-04,2026-07-02,200,1,,在基本面改善中约束公司特有下行风险。,残差下行风险用于避免把高 beta 或尾部脆弱性误当作更强的预期回报。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx_ext_residual_momentum,STOXX-residual Momentum 12-1,新扩展 · residual_momentum,extension_candidate,0.10064155962226007,0.007185888710106392,0.036323583972919016,1.8010261199128967,0.09861401448790091,0.9896865280802705,,2010-01-04,2026-07-02,200,1,,剔除 STOXX 市场共同波动后再观察趋势。,残差动量更接近公司特有信息扩散，Revision 确认可过滤纯 beta 驱动的价格上涨。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_syn_loo_without_revision,新扩展：full model without revision,新扩展 · 组合模型,leave_one_out,0.16028022017547894,0.056921955923673107,0.15766852929363262,11.611079648945791,6.602405930139014,0.9939153058024932,0.4836531133893703,2009-10-02,2026-07-02,203,8,,保留八个互补主题，并移除在当前结构中与多种确认信号重复的独立 revision 主题。,EPS revision 单变量仍有效；这里移除的是重复的主题暴露。残差动量、质量修复和 PMOM 已共同表达盈利信息扩散，因此组合层面减少重复后横截面分离更强。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_factor_extension_20260711,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_reldelta_quality_oper_margin_lag3_score,Oper Margin directional_delta lag3,新扩展 · current official evidence,single,0.1505847402311109,0.0480080737415911,0.11046134692247178,5.781839308883562,3.4292306043165235,0.9673237554293352,0.334736301681044,2009-10-02,2026-07-02,203,1,,经营实绩正在改善，可能来自定价、成本纪律、产品组合或产能利用率。,经营利润率改善体现定价能力、成本纪律或经营杠杆；directional_delta 衡量同一证券自身水平的有向变化；lag3 对应 3 个 screen observation 的变化窗口。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_momentum_eps_revision_ratio_score,EPS Revision Ratio,新扩展 · current official evidence,single,0.14401536110498636,0.0348369389980531,0.08334993682616432,3.899825065950952,1.9891120556547168,0.9941363180755096,0.4222210908426325,2009-07-02,2026-07-02,206,1,,分析师盈利预期的方向与扩散，代表显式预期更新。,分析师盈利预期上修反映新信息逐步扩散。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_reldelta_quality_netdebt_to_ebitda_exfin_lag3_score,NetDebt to EBITDA exFIN directional_delta lag3,新扩展 · current official evidence,single,0.15554558339179558,0.0447556898186076,0.07787681991120432,2.984807529524199,1.6709595668331416,0.7524891413297695,0.3124103370840863,2011-12-02,2026-07-02,177,1,,资产负债表缓冲正在增强，但覆盖率仅略高于 admission 门槛。,净债务负担下降降低再融资和尾部损失风险；directional_delta 衡量同一证券自身水平的有向变化；lag3 对应 3 个 screen observation 的变化窗口。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_reldelta_value_earns_yield_fy1_lag1_score,Earns Yield FY1 directional_delta lag1,新扩展 · current official evidence,single,0.13585741716075161,0.0339250860358191,0.07241778487851946,3.262174431593261,1.649286866261134,0.9807968593384564,0.8173317474762475,2009-08-03,2026-07-02,205,1,,远期盈利相对价格正在改善，区别于静态便宜标签。,盈利收益率改善把基本面兑现与估值纪律联系起来；directional_delta 衡量同一证券自身水平的有向变化；lag1 对应 1 个 screen observation 的变化窗口。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_reldelta_quality_oper_margin_lag6_score,Oper Margin directional_delta lag6,新扩展 · lag6 relative single,single,0.12421874021997259,0.02668879453247519,0.06909558941937544,2.9935123335518155,1.2595224071116558,0.9392749749415302,0.22836059200753395,2010-02-02,2026-07-02,199,1,,该变量先单独通过 official Top/Worst gate。,经营利润率改善体现定价能力、成本纪律或经营杠杆；directional_delta 衡量同一证券自身水平的有向变化；lag6 对应 6 个 screen observation 的变化窗口。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_relative_lag6_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_momentum_pmom_12m1m_score,PMOM 12M1M,新扩展 · current official evidence,single,0.1346686889341573,0.0263822642807438,0.0673459670516865,3.0280939430719376,1.1813860926043542,0.9914049448713664,0.3776542358896522,2009-07-02,2026-07-02,206,1,,价格对分散信息的综合确认；需警惕恐慌后急速反弹中的动量崩塌。,中期价格趋势确认市场正在吸收基本面信息。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_growth_gross_income_growth_fy1_score,Gross Income Growth FY1,新扩展 · current official evidence,single,0.1210671055342798,0.0140787405635565,0.033992642292015374,1.765170719608845,0.3482680129188688,0.9705479452054796,0.2920672066599894,2009-07-02,2026-07-02,206,1,,增长预期为正，但单腿与组合中的增量证据弱于 core。,毛利润增长确认收入扩张具有单位经济效益。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_dividend_dps_1y_growth_ntm_score,DPS 1Y Growth NTM,新扩展 · current official evidence,single,0.12823160535376887,0.0205594941657101,0.029930793463149863,1.6509272745667107,0.3220228195053068,0.9600818576678918,0.2208160900103263,2009-07-02,2026-07-02,206,1,,股息增长提供现金分配确认，历史上更像分散化而非严格协同。,股息增长表达管理层对现金流持续性的信心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_reldelta_quality_oper_margin_lag12_score,Oper Margin directional_delta lag12,新扩展 · current official evidence,single,0.10001710565926758,0.00605051707754,0.03554558268080199,1.7434921820967078,0.1516983780284085,0.8859505512863348,0.1925183104545248,2010-08-02,2026-07-02,193,1,,固定低自由度架构；详细证据见对应研究页签。,经营利润率改善体现定价能力、成本纪律或经营杠杆；directional_delta 衡量同一证券自身水平的有向变化；lag12 对应 12 个 screen observation 的变化窗口。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_reldelta_quality_netdebt_to_ebitda_exfin_lag6_score,NetDebt to EBITDA exFIN directional_delta lag6,新扩展 · current official evidence,single,0.13335173647431664,0.0384000202337797,0.08127142696601908,2.6209496463044193,1.1833260240621568,0.7269963247577681,0.2291282126416778,2014-03-03,2026-07-02,150,1,,固定低自由度架构；详细证据见对应研究页签。,净债务负担下降降低再融资和尾部损失风险；directional_delta 衡量同一证券自身水平的有向变化；lag6 对应 6 个 screen observation 的变化窗口。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_reldelta_quality_netdebt_to_ebitda_exfin_lag12_score,NetDebt to EBITDA exFIN directional_delta lag12,新扩展 · current official evidence,single,0.11585517225008446,0.0274356844780245,0.05772375062116697,1.8972334167020173,0.5561363383948447,0.6844386902773137,0.1840015184687698,2015-02-02,2026-07-02,139,1,,固定低自由度架构；详细证据见对应研究页签。,净债务负担下降降低再融资和尾部损失风险；directional_delta 衡量同一证券自身水平的有向变化；lag12 对应 12 个 screen observation 的变化窗口。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_reldelta_value_earns_yield_fy1_lag12_score,Earns Yield FY1 directional_delta lag12,新扩展 · current official evidence,single,0.09229787379634824,-0.0010093195253987,0.01004258954161874,1.1723752260337388,-0.4319436268027151,0.8812145005011693,0.3042992997751731,2010-08-02,2026-07-02,193,1,,固定低自由度架构；详细证据见对应研究页签。,盈利收益率改善把基本面兑现与估值纪律联系起来；directional_delta 衡量同一证券自身水平的有向变化；lag12 对应 12 个 screen observation 的变化窗口。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_reldelta_value_earns_yield_fy1_lag6_score,Earns Yield FY1 directional_delta lag6,新扩展 · current official evidence,single,0.09462158343336657,-0.0003407083605792,0.011122054830086325,1.19902990575666,-0.4732903510424262,0.9341546942866688,0.4188769950355356,2010-02-02,2026-07-02,199,1,,固定低自由度架构；详细证据见对应研究页签。,盈利收益率改善把基本面兑现与估值纪律联系起来；directional_delta 衡量同一证券自身水平的有向变化；lag6 对应 6 个 screen observation 的变化窗口。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
stoxx600,STOXX EUROPE 600,new,新扩展,stoxx600_sx_core_q3,EPS Revision Ratio + PMOM 12M1M + Oper Margin directional_delta lag3,新扩展 · gate-passed architecture,core_model,0.15865089914284702,0.05535511748056354,0.13749688650982517,8.650127633798743,5.069316495814281,0.9562395589709322,0.39683471398788506,2009-10-02,2026-07-02,203,3,,所有输入先通过各自证据门槛，再进入固定架构比较。,分析师盈利预期上修反映新信息逐步扩散；中期价格趋势确认市场正在吸收基本面信息；经营利润率改善体现定价能力、成本纪律或经营杠杆；directional_delta 衡量同一证券自身水平的有向变化；lag3 对应 3 个 screen observation 的变化窗口。组合高收益本身不构成协同，仍须以 pair/subset/leave-one-out 和留出期证据判定。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\stoxx600_sparse_lag_extension_20260723,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\stoxx600-factor-explorer.html
