file,line,operation,api_matches,canonical_reference,text
16_factor_recommendation_model/build_v2_report_html.py,30,read,read_csv,False,"pit = pd.read_csv(results / ""pit_audit.csv"") if (results / ""pit_audit.csv"").exists() else pd.DataFrame()"
16_factor_recommendation_model/build_v2_report_html.py,31,read,read_parquet,False,"alternative = pd.read_parquet(results / ""alternative_allocator_results.parquet"") if (results / ""alternative_allocator_results.parquet"").exists() else pd.DataFrame()"
16_factor_recommendation_model/build_v2_report_html.py,32,read,read_csv,False,"mdd = pd.read_csv(results / ""mdd_comparison.csv"") if (results / ""mdd_comparison.csv"").exists() else pd.DataFrame()"
src/presentation_layer/company_analysis.py,30,read,read_excel,False,"df_mapping = pd.read_excel(path_params, sheet_name='Mapping', header=0, na_values=""@NA"")"
src/presentation_layer/data_repository.py,12,read,read_screen_aggregate;read_last_screen;read_returns,True,"from tp_core.io import read_last_screen, read_returns, read_screen_aggregate"
src/presentation_layer/data_repository.py,32,read,read_screen_aggregate;read_last_screen,True,return read_last_screen() if last_only else read_screen_aggregate()
src/presentation_layer/data_repository.py,37,read,read_returns,False,return read_returns()
src/presentation_layer/data_repository.py,85,read,read_parquet,True,"frame = pd.read_parquet(SCREEN_AGGREGATE_PATH, filters=[(""ISIN"", ""=="", isin)])"
src/presentation_layer/apps/system_checks.py,71,read,read_last_screen,True,"""from tp_core.io import read_last_screen; """
src/presentation_layer/apps/system_checks.py,73,read,read_last_screen,True,"""print(read_last_screen(columns=['Date','ISIN']).shape)"""
src/presentation_layer/apps/system_checks.py,299,read,read_parquet,False,"""database=pd.read_parquet(m.COUNTRY_DATABASE_PATH); """
src/presentation_layer/apps/system_dashboard.py,1377,read,read_table,False,"table = pq.read_table(path_text, columns=[column])"
src/presentation_layer/apps/system_dashboard.py,1412,read,ParquetFile,False,schema_names = set(pq.ParquetFile(path).schema.names)
src/presentation_layer/apps/system_dashboard.py,1416,read,read_parquet,False,frame = pd.read_parquet(path)
src/presentation_layer/apps/system_dashboard.py,1422,read,read_parquet,False,"frame = pd.read_parquet(path, columns=read_columns)"
src/presentation_layer/apps/system_dashboard.py,1463,read,ParquetFile,False,return tuple(pq.ParquetFile(path).schema.names)
src/presentation_layer/apps/system_dashboard.py,1478,read,read_table,False,"table = pq.read_table(path_text, columns=[column])"
src/presentation_layer/apps/system_dashboard.py,1907,read,read_parquet,False,"frame = pd.read_parquet(path_text, columns=SCORE_ML_COMPONENT_COLUMNS)"
src/presentation_layer/apps/system_dashboard.py,1926,read,read_parquet,False,frame = pd.read_parquet(path_text)
src/presentation_layer/apps/system_dashboard.py,1946,read,read_parquet,False,frame = pd.read_parquet(path_text)
src/presentation_layer/apps/system_dashboard.py,1955,read,read_parquet,False,frame = pd.read_parquet(path_text)
src/presentation_layer/apps/system_dashboard.py,2066,read,read_parquet,False,"sec_list = pd.read_parquet(run_dir / ""sec_list.parquet"", columns=[""Date""])"
src/presentation_layer/apps/system_dashboard.py,2104,read,read_parquet,False,"sec_list = pd.read_parquet(run_dir / ""sec_list.parquet"")"
src/presentation_layer/apps/system_dashboard.py,2586,read,read_csv,False,"frame = pd.read_csv(latest_path, encoding=""utf-8-sig"")"
src/presentation_layer/apps/system_dashboard.py,3287,read,read_parquet,False,"frame = pd.read_parquet(path, columns=columns)"
src/presentation_layer/apps/system_dashboard.py,3457,read,read_csv,False,"frame = pd.read_csv(path, encoding=""utf-8-sig"")"
src/presentation_layer/apps/system_repository.py,33,read,read_parquet,False,return pd.read_parquet(path_text)
src/presentation_layer/company_browser/data/des_ciq_mapping.py,77,write,to_parquet,False,"df.to_parquet(p_parquet, index=False)"
src/presentation_layer/company_browser/data/icb19_supersectors.py,29,read,read_csv,False,mdf = pd.read_csv(ICB_MAPPING_CSV)
src/presentation_layer/company_browser/data/loaders.py,40,read,read_csv,False,mdf = pd.read_csv(path)
src/presentation_layer/company_browser/data/loaders.py,77,read,read_parquet,False,df = pd.read_parquet(path)
src/presentation_layer/company_browser/data/loaders.py,142,read,read_excel,False,"raw = pd.read_excel(path, engine=""openpyxl"")"
src/presentation_layer/portfolio/dashboard.py,198,read,read_excel,False,df = pd.read_excel(path)
src/presentation_layer/portfolio/dashboard.py,205,read,read_excel,False,"df = pd.read_excel(path, sheet_name=sheet, header=0, usecols=""A:D"")"
src/presentation_layer/portfolio/dashboard.py,214,read,read_parquet,False,df = pd.read_parquet(path)
src/presentation_layer/portfolio/dashboard.py,234,read,read_excel,False,df = pd.read_excel(path)
src/presentation_layer/portfolio/dashboard.py,242,read,read_parquet,False,df = pd.read_parquet(path)
src/presentation_layer/portfolio/dashboard.py,330,read,read_excel,False,self.df_reco_facto = pd.read_excel(
src/presentation_layer/portfolio/dashboard.py,353,read,read_parquet,False,"self._news_raw = pd.read_parquet(self.paths[""news""])"
src/presentation_layer/portfolio/dashboard.py,362,read,read_parquet,False,"self._news_scored = pd.read_parquet(self.paths[""news_scored""])"
src/presentation_layer/portfolio/dashboard.py,1114,read,read_excel,False,"transco_fi = pd.read_excel(self.paths['transco_ISIN_Fonds'], index_col=1)"
src/tp_backtest/core/data_loader.py,38,read,read_parquet,False,self.screen = pd.read_parquet(source)
src/tp_backtest/core/data_loader.py,64,read,read_parquet,False,self.returns = pd.read_parquet(source)
src/tp_backtest/core/esg_pivot.py,88,read,read_excel,False,return pd.read_excel(pivot_path)
src/tp_backtest/core/esg_pivot.py,91,read,read_csv,False,"return pd.read_csv(pivot_path, encoding=""cp1252"", sep=""|"", engine=""python"")"
src/tp_backtest/core/esg_pivot.py,93,read,read_csv,False,"return pd.read_csv(pivot_path, encoding=""cp1252"", sep=None, engine=""python"")"
src/tp_backtest/core/security_list_constructor.py,157,read,read_parquet,False,self.screen = pd.read_parquet(screen)
src/tp_backtest/core/security_list_constructor.py,225,read,read_parquet,False,screen_agg = pd.read_parquet(screen_agg)
src/tp_backtest/core/security_list_drift.py,22,read,read_parquet,False,returns = pd.read_parquet(self.returns)
src/tp_backtest/core/security_list_persistence.py,34,read,read_excel,False,existing_data = pd.read_excel(output_file)
src/tp_backtest/core/weight_table_adapter.py,41,read,read_parquet,False,"screen_agg = pd.read_parquet(screen) if isinstance(screen, str) else screen"
src/tp_backtest/runner/artifacts.py,114,write,to_parquet,False,"dataframe.to_parquet(target, index=False)"
src/tp_backtest/runner/artifacts.py,137,write,to_parquet,False,"series.reset_index(name=series.name or ""value"").to_parquet(target, index=False)"
src/tp_backtest/runner/input_loader.py,72,read,ParquetFile,False,available_order = list(pq.ParquetFile(path).schema_arrow.names)
src/tp_backtest/runner/input_loader.py,111,read,read_parquet,False,"frame = pd.read_parquet(path, columns=columns, filters=filters)"
src/tp_backtest/runner/input_loader.py,209,read,read_returns,False,def _read_returns_parquet(
src/tp_backtest/runner/input_loader.py,217,read,ParquetFile,False,available_order = list(pq.ParquetFile(path).schema_arrow.names)
src/tp_backtest/runner/input_loader.py,222,read,read_parquet,False,"frame = pd.read_parquet(path, columns=columns, filters=filters)"
src/tp_backtest/runner/input_loader.py,226,read,read_returns,False,def _read_returns_fallback(
src/tp_backtest/runner/input_loader.py,279,read,read_returns,False,returns = _read_returns_parquet(
src/tp_backtest/runner/input_loader.py,285,read,read_returns,False,returns = _read_returns_fallback(
src/tp_backtest/runner/validators.py,106,read,read_parquet,False,return pd.read_parquet(path)
src/tp_backtest/runner/validators.py,108,read,read_csv,False,return pd.read_csv(path)
src/tp_backtest/runner/validators.py,110,read,read_excel,False,return pd.read_excel(path)
src/tp_backtest/runner/validators.py,222,read,ParquetFile,False,parquet_file = pq.ParquetFile(path)
src/tp_backtest/runner/validators.py,241,read,read_parquet,False,"dates = pd.to_datetime(pd.read_parquet(path, columns=[""Date""])[""Date""], errors=""coerce"").dropna()"
src/tp_backtest/runner/validators.py,259,read,read_parquet,False,"frame = pd.read_parquet(path, columns=[])"
src/tp_backtest/utils/data_utils.py,48,read,read_excel,False,liste_noire = pd.read_excel(file_list_noire)
src/tp_core/io.py,14,read,read_parquet,False,"def read_parquet_dataset(path: str | Path, columns: Iterable[str] | None = None) -> pd.DataFrame:"
src/tp_core/io.py,15,read,read_parquet,False,"return pd.read_parquet(Path(path), columns=list(columns) if columns is not None else None)"
src/tp_core/io.py,18,read,read_screen_aggregate,True,def read_screen_aggregate(
src/tp_core/io.py,24,read,read_parquet,False,"df = read_parquet_dataset(path, columns=columns)"
src/tp_core/io.py,32,read,read_last_screen,True,def read_last_screen(
src/tp_core/io.py,38,read,read_screen_aggregate,True,"return read_screen_aggregate(path, columns=columns, drop_deprecated=drop_deprecated, normalize_dates=normalize_dates)"
src/tp_core/io.py,41,read,read_screen_5y,False,def read_screen_5y(
src/tp_core/io.py,47,read,read_screen_aggregate,True,"return read_screen_aggregate(path, columns=columns, drop_deprecated=drop_deprecated, normalize_dates=normalize_dates)"
src/tp_core/io.py,50,read,read_returns,True,"def read_returns(path: str | Path = RETURNS_PATH, columns: Iterable[str] | None = None) -> pd.DataFrame:"
src/tp_core/io.py,51,read,read_parquet,False,"returns = read_parquet_dataset(path, columns=columns)"
src/tp_core/production_inputs.py,273,read,read_parquet,False,frame = pd.read_parquet(path)
src/tp_core/production_inputs.py,324,read,read_parquet,False,frame = pd.read_parquet(path)
src/tp_core/production_inputs.py,668,read,read_parquet,False,screen_df = pd.read_parquet(screen_path)
src/tp_core/production_inputs.py,693,read,read_parquet,False,returns_df = pd.read_parquet(returns_path)
src/tp_core/returns_audit.py,13,read,read_returns,False,from .io import read_returns
src/tp_core/returns_audit.py,146,read,read_returns,False,returns = read_returns(path)
src/tp_core/returns_audit.py,170,write,to_parquet,False,"flagged.to_parquet(output, index=False)"
src/tp_core/security_nav_engine.py,66,read,read_parquet,False,df_returns = pd.read_parquet(returns)
src/tp_core/signals.py,176,read,read_last_screen,True,from .io import read_last_screen
src/tp_core/signals.py,179,read,read_last_screen,True,"mapping = read_last_screen(columns=[""Company SEDOL"", ""ISIN""])"
src/tp_core/signals.py,181,read,read_last_screen,True,mapping = read_last_screen()
src/tp_core/signals.py,264,write,to_parquet,False,"standardized.to_parquet(output, index=False)"
src/tp_core/signals.py,271,read,read_parquet,False,return standardize_signal_frame(pd.read_parquet(path))
src/tp_core/signals.py,280,read,read_parquet,False,frame = pd.read_parquet(args.path)
src/tp_core/research_context/model_adapter.py,33,read,read_csv,False,"frame = pd.read_csv(spec.path, encoding=""utf-8-sig"")"
src/tp_data/import_benchmark_weights.py,389,write,to_parquet,True,"latest.to_parquet(LAST_SCREEN_PATH, index=True)"
src/tp_data/import_benchmark_weights.py,390,write,to_parquet,False,"five_year.to_parquet(SCREEN_5Y_PATH, index=True)"
src/tp_data/import_benchmark_weights.py,417,read,read_parquet,False,original = pd.read_parquet(SCREEN_PATH)
src/tp_data/import_benchmark_weights.py,439,write,to_parquet,False,"updated.to_parquet(temp_path, index=True)"
src/tp_data/import_benchmark_weights.py,440,read,read_parquet,False,"check = pd.read_parquet(temp_path, columns=[""Date"", *BENCHMARK_COLUMNS.values()])"
src/tp_data/monthly_update.py,339,write,to_parquet,True,latest_screen.to_parquet(last_screen_path)
src/tp_data/monthly_update.py,340,write,to_parquet,False,screen_5y.to_parquet(screen_5y_path)
src/tp_data/monthly_update.py,358,read,read_parquet,False,parts = [pd.read_parquet(path) for path in ciq_files]
src/tp_data/monthly_update.py,451,read,read_parquet,False,screen_df = pd.read_parquet(screen_path)
src/tp_data/monthly_update.py,459,write,to_parquet,False,"output.to_parquet(screen_path, index=True)"
src/tp_data/monthly_update.py,646,read,read_parquet,False,"returns_history = pd.read_parquet(paths[""returns_path""])"
src/tp_data/monthly_update.py,649,read,read_parquet,False,returns_delta_df = pd.read_parquet(returns_delta_path)
src/tp_data/monthly_update.py,657,read,read_parquet,False,"returns_updated = pd.read_parquet(paths[""returns_path""])"
src/tp_data/monthly_update.py,703,write,to_parquet,False,"returns_updated.to_parquet(paths[""returns_path""])"
src/tp_data/monthly_update.py,735,read,read_parquet,False,"old_base = pd.read_parquet(paths[""screen_path""])"
src/tp_data/monthly_update.py,771,write,to_parquet,False,"returns_updated.to_parquet(paths[""returns_path""])"
src/tp_data/monthly_update.py,783,read,read_parquet,False,"final_screen = df_combined if dry_run else pd.read_parquet(paths[""screen_path""])"
src/tp_data/monthly_update.py,791,read,read_parquet,False,"final_screen = pd.read_parquet(paths[""screen_path""])"
src/tp_data/monthly_update.py,824,write,to_parquet,False,"final_screen.to_parquet(paths[""screen_path""], index=True)"
src/tp_data/monthly_update.py,825,read,read_parquet,False,"final_screen = pd.read_parquet(paths[""screen_path""])"
src/tp_data/screen_func.py,437,read,read_excel,False,df = pd.read_excel(
src/tp_data/screen_func.py,468,read,read_excel,False,df_mapping = pd.read_excel(
src/tp_data/screen_func.py,573,read,read_parquet,False,old_base = pd.read_parquet(screen_agg)
src/tp_data/screen_func.py,588,write,to_parquet,False,old_base.to_parquet(backup_path)
src/tp_data/screen_func.py,735,read,read_parquet,False,df_returns = returns_df.copy() if returns_df is not None else pd.read_parquet(self.path_returns)
src/tp_data/screen_func.py,851,write,to_parquet,False,df_combined.to_parquet(screen_path)
src/tp_data/screen_func.py,855,write,to_parquet,False,"screen_5y.to_parquet(screen_path.with_name(f""{screen_path.stem}_5Y{screen_path.suffix}""))"
src/tp_data/screen_func.py,861,read,read_parquet,False,daily_weights = pd.read_parquet(path_daily)
src/tp_data/screen_func.py,872,write,to_parquet,False,daily_weights.to_parquet(path_daily)
src/tp_data/screen_func.py,933,read,read_parquet,False,returns = returns_df.copy() if returns_df is not None else pd.read_parquet(self.path_returns)
src/tp_data/screen_func.py,967,read,read_excel,False,"df_mapping = pd.read_excel(param_mapping_excel, sheet_name='Mapping', header = 0, na_values=""@NA"")"
src/tp_data/screen_func.py,973,read,read_excel,False,"df = pd.read_excel(new_screen_excel, header = 0, skiprows=[0,1,2,3,5], index_col = 4, na_values=[""@NA"", ""#N/A""])"
src/tp_data/screen_func.py,1013,read,read_excel,False,"old_bench = pd.read_excel(output_file, index_col=0, header = 0)"
src/tp_experiments/artifacts.py,166,read,read_parquet,False,frame = pd.read_parquet(path)
src/tp_experiments/artifacts.py,168,read,read_csv,False,frame = pd.read_csv(path)
src/tp_experiments/artifacts.py,170,read,read_excel,False,frame = pd.read_excel(path)
src/tp_experiments/artifacts.py,173,write,to_parquet,False,"minimal.to_parquet(path, index=False)"
src/tp_models/country.py,391,write,to_parquet,False,"database.to_parquet(output, index=False)"
src/tp_models/country.py,490,read,read_parquet,False,database = pd.read_parquet(database_output)
src/tp_models/country.py,500,write,to_parquet,False,"panel.to_parquet(panel_path, index=False)"
src/tp_models/country.py,505,write,to_parquet,False,"single_country.to_parquet(single_country_path, index=False)"
src/tp_models/country.py,507,read,read_parquet,False,single_country = pd.read_parquet(single_country_path)
src/tp_models/small_cap.py,40,read,ParquetFile,False,return set(pq.ParquetFile(path).schema_arrow.names)
src/tp_models/small_cap.py,112,read,read_parquet,False,"screen = pd.read_parquet(screen_path, columns=read_columns)"
src/tp_models/small_cap.py,271,write,to_parquet,False,"panel.to_parquet(panel_output, index=False)"
src/tp_models/small_cap.py,317,read,read_parquet,False,signal = pd.read_parquet(signal_output)
src/tp_models/technical_signals.py,43,read,ParquetFile,False,available_columns = set(pq.ParquetFile(path).schema_arrow.names)
src/tp_models/technical_signals.py,47,read,read_parquet,False,"return pd.read_parquet(path, columns=[*BASE_PATTERN_COLUMNS, *optional_columns])"
src/tp_models/technical_signals.py,53,read,read_parquet,False,"frame = pd.read_parquet(path, columns=[column])"
src/tp_models/technical_signals.py,61,read,read_parquet,False,"return pd.read_parquet(returns_path, columns=[]).index"
src/tp_models/factor_recommendation/audit.py,34,read,ParquetFile,False,parquet = pq.ParquetFile(path)
src/tp_models/factor_recommendation/audit.py,51,read,ParquetFile,False,parquet = pq.ParquetFile(path)
src/tp_models/factor_recommendation/audit.py,75,read,read_parquet,False,"frame = pd.read_parquet(path, columns=list(requested))"
src/tp_models/factor_recommendation/audit.py,130,read,read_parquet,False,"date_frame = pd.read_parquet(path, columns=[])"
src/tp_models/factor_recommendation/cli.py,21,read,read_screen_aggregate,True,from tp_core.io import read_screen_aggregate
src/tp_models/factor_recommendation/cli.py,79,read,ParquetFile,False,available = set(pq.ParquetFile(screen_path).schema_arrow.names)
src/tp_models/factor_recommendation/cli.py,103,read,read_screen_aggregate,True,screen = read_screen_aggregate(
src/tp_models/factor_recommendation/cli.py,116,write,to_parquet,False,"result.to_parquet(output, index=False)"
src/tp_models/factor_recommendation/cli.py,120,read,read_screen_aggregate,True,screen = read_screen_aggregate(
src/tp_models/factor_recommendation/inputs.py,12,read,read_screen_aggregate;read_returns,True,"from tp_core.io import read_returns, read_screen_aggregate"
src/tp_models/factor_recommendation/inputs.py,64,read,ParquetFile,False,available = set(pq.ParquetFile(Path(screen_path)).schema.names)
src/tp_models/factor_recommendation/inputs.py,70,read,read_screen_aggregate,True,"screen = read_screen_aggregate(Path(screen_path), columns=screen_columns)"
src/tp_models/factor_recommendation/inputs.py,71,read,read_returns,False,"returns = read_returns(Path(returns_path), columns=return_columns)"
src/tp_models/factor_recommendation/persistence.py,27,read,read_parquet,False,return pd.read_parquet(path)
src/tp_models/factor_recommendation/persistence.py,29,read,read_csv,False,return pd.read_csv(path)
src/tp_models/factor_recommendation/persistence.py,39,write,to_parquet,False,"frame.to_parquet(path, index=False)"
src/tp_models/ml/cli.py,35,read,read_parquet,True,"screen = pd.read_parquet(SCREEN_AGGREGATE_PATH, columns=columns)"
src/tp_models/ml/cli.py,37,read,read_parquet,True,screen = pd.read_parquet(SCREEN_AGGREGATE_PATH)
src/tp_models/ml/production.py,52,read,read_parquet,True,screen = pd.read_parquet(SCREEN_AGGREGATE_PATH)
src/tp_models/ml/production.py,150,read,read_parquet,False,score = _ensure_isin_column(pd.read_parquet(path))
src/tp_models/ml/production.py,252,write,to_parquet,True,"screen.set_index(""ISIN"").to_parquet(SCREEN_AGGREGATE_PATH)"
src/tp_models/ml/signals.py,30,read,read_parquet,True,"return pd.read_parquet(SCREEN_AGGREGATE_PATH, columns=columns)"
src/tp_models/ml/signals.py,33,read,read_parquet,True,return pd.read_parquet(SCREEN_AGGREGATE_PATH)
src/tp_models/ml/codes/ML_PIPELINE.py,114,read,read_parquet,False,input_transformed = pd.read_parquet(self.input_file_path)
src/tp_models/ml/codes/ML_PIPELINE.py,190,read,read_parquet,False,screen_agg = pd.read_parquet(self.screen_path).reset_index()
src/tp_models/ml/codes/ML_PIPELINE.py,191,read,read_parquet,False,score_output = pd.read_parquet(self.score_ml_path).reset_index()
src/tp_models/ml/codes/ML_PIPELINE.py,233,write,to_parquet,False,screen_agg.to_parquet(self.screen_path)
src/tp_models/ml/codes/ML_PREDICTOR.py,415,write,to_parquet,False,# screen_pred.to_parquet(save_path_parquet)  # Save as parquet file
src/tp_models/ml/codes/ML_PREDICTOR.py,420,write,to_parquet,False,screen_pred.to_parquet(save_path_parquet)  # Save as parquet file
src/tp_models/ml/codes/ML_PREDICTOR.py,423,write,to_parquet,False,shap_total.to_parquet(save_path_parquet_shap)  # Save as parquet file
src/tp_models/ml/codes/ML_PREDICTOR.py,429,write,to_parquet,False,screen_pred_last.to_parquet(save_path_parquet)  # Save as parquet file
src/tp_models/ml/codes/ML_PREDICTOR.py,432,write,to_parquet,False,shap_total.to_parquet(save_path_parquet_shap)  # Save as parquet file
src/tp_models/ml/codes/ML_PREPROCESS.py,36,read,read_parquet,False,screen_agg = pd.read_parquet(self.screen_path)
src/tp_models/ml/codes/ML_PREPROCESS.py,37,read,read_parquet,False,df_returns = pd.read_parquet(self.returns_path)
src/tp_models/ml/codes/ML_PREPROCESS.py,430,read,read_parquet,False,screen_agg = pd.read_parquet(self.screen_path)
src/tp_models/ml/codes/ML_PREPROCESS.py,494,write,to_parquet,False,screen_full_feat.to_parquet(self.df_features_path)
src/tp_models/ml/codes/ML_SUIVI.py,34,read,read_parquet,False,"score_EU = pd.read_parquet(_resolve_config_path(config_EU, 'score_ml_path', 'score_ml_backtest_path'))"
src/tp_models/ml/codes/ML_SUIVI.py,35,read,read_parquet,False,"score_US = pd.read_parquet(_resolve_config_path(config_US, 'score_ml_path', 'score_ml_backtest_path'))"
src/tp_models/ml/codes/ML_SUIVI.py,36,read,read_parquet,False,# score_OTHER = pd.read_parquet(config_OTHER.params_principal['score_ml_path'])
src/tp_models/ml/codes/ML_SUIVI.py,38,read,read_parquet,False,"shap_EU = pd.read_parquet(_resolve_config_path(config_EU, 'shap_path', 'shap_backtest_path'))"
src/tp_models/ml/codes/ML_SUIVI.py,39,read,read_parquet,False,"shap_US = pd.read_parquet(_resolve_config_path(config_US, 'shap_path', 'shap_backtest_path'))"
src/tp_models/ml/codes/ML_SUIVI.py,40,read,read_parquet,False,# shap_OTHER = pd.read_parquet(config_OTHER.params_principal['shap_path'])
src/tp_models/ml/codes/ML_SUIVI.py,210,read,read_parquet,False,screen = pd.read_parquet(path_screen)
src/tp_models/ml/codes/ML_SUIVI.py,214,read,read_parquet,False,ciq = pd.read_parquet(path_ciq)
src/tp_models/ml/codes/ML_SUIVI.py,240,read,read_parquet,False,ptf = pd.read_parquet(path_ptf_world)
src/tp_models/ml/codes/ML_SUIVI.py,315,read,read_parquet,False,"screen_EU = pd.read_parquet(_resolve_config_path(config_EU, 'df_features_path', 'df_features_backtest_path'))"
src/tp_models/ml/codes/ML_SUIVI.py,316,read,read_parquet,False,"screen_US = pd.read_parquet(_resolve_config_path(config_US, 'df_features_path', 'df_features_backtest_path'))"
src/tp_models/ml/codes/ML_SUIVI.py,317,read,read_parquet,False,# screen_OTHER = pd.read_parquet(config_OTHER.params_principal.get('df_features_path'))
src/tp_models/ml/codes/ML_SUIVI.py,378,read,read_parquet,False,"list_exclu_EU = pd.read_parquet(_resolve_config_path(config_EU, 'list_exclusion_path'))"
src/tp_models/ml/codes/ML_SUIVI.py,379,read,read_parquet,False,"list_exclu_US = pd.read_parquet(_resolve_config_path(config_US, 'list_exclusion_path'))"
src/tp_models/ml/codes/ML_SUIVI.py,380,read,read_parquet,False,# list_exclu_OTHER = pd.read_parquet(config_OTHER.params_principal['list_exclusion_path'])
src/tp_models/ml/codes/ML_SUIVI.py,1062,read,read_parquet,False,ptf = pd.read_parquet(ptf_ticker).to_frame()
src/tp_models/ml/codes/ML_SUIVI.py,1083,read,read_parquet,False,screen = pd.read_parquet(screen_path)
src/tp_models/ml/codes/ML_SUIVI.py,1148,read,read_parquet,False,returns = pd.read_parquet(returns_path)
src/tp_models/ml/codes/ML_SUIVI.py,1204,read,read_parquet,False,returns = pd.read_parquet(returns_path)
src/tp_models/news/data_pipeline.py,275,read,read_parquet,False,"clean = pd.concat([pd.read_parquet(path), clean], ignore_index=True)"
src/tp_models/news/data_pipeline.py,277,write,to_parquet,False,"clean.to_parquet(path, index=False)"
src/tp_models/news/data_pipeline.py,293,read,read_parquet,False,frames.append(pd.read_parquet(path))
src/tp_models/news/data_pipeline.py,674,read,read_parquet,False,return pd.read_parquet(path)
src/tp_models/news/data_pipeline.py,676,read,read_csv,False,return pd.read_csv(path)
src/tp_models/news/gdelt.py,241,write,to_parquet,False,"frame.to_parquet(output, index=False)"
src/tp_models/news/gdelt.py,462,read,read_parquet,False,frame = pd.read_parquet(path)
src/tp_models/news/gdelt.py,472,write,to_parquet,False,"kept.to_parquet(path, index=False)"
src/tp_models/news/gdelt.py,485,read,read_csv,False,for chunk in pd.read_csv(
src/tp_models/news/gdelt.py,555,read,read_parquet,False,entity_history = pd.read_parquet(entity_history_path) if entity_history_path.exists() else pd.DataFrame()
src/tp_models/news/research.py,85,read,read_parquet,False,"screen = pd.read_parquet(screen_path, columns=SCREEN_COLUMNS)"
src/tp_models/news/research.py,162,read,ParquetFile,False,available = set(pq.ParquetFile(path).schema_arrow.names)
src/tp_models/news/research.py,209,read,read_parquet,False,"raw = pd.read_parquet(returns_path, columns=sorted(set(mapping.values())))"
src/tp_models/news/research.py,382,read,read_parquet,False,news = pd.read_parquet(
src/tp_models/news/research.py,386,read,read_excel,False,"mapping = pd.read_excel(mapping_path, sheet_name=""Mapping"")"
src/tp_models/news/research.py,429,read,read_parquet,False,"names = pd.read_parquet(screen_path, columns=[DATE_COL, ID_COL, ""Name""])"
src/tp_models/news/research.py,882,read,read_parquet,False,country = pd.read_parquet(country_path)
src/tp_models/news/research.py,894,read,read_parquet,False,"regime = pd.read_parquet(regime_path)[[""Date"", ""region"", ""score"", ""model_version""]]"
src/tp_models/news/research.py,957,write,to_parquet,False,"universe.to_parquet(paths[""universe_panel""], index=False)"
src/tp_models/news/research.py,958,write,to_parquet,False,"market_labels.to_parquet(paths[""market_labels""], index=False)"
src/tp_models/news/research.py,959,write,to_parquet,False,"sector_labels.to_parquet(paths[""sector_labels""], index=False)"
src/tp_models/news/research.py,961,write,to_parquet,False,"build_entity_sector_history(universe).to_parquet(paths[""entity_sector_history""], index=False)"
src/tp_models/news/research.py,999,write,to_parquet,False,"predictions.to_parquet(paths[""predictions""], index=False)"
src/tp_models/news/research.py,1003,write,to_parquet,False,"signal_panel.to_parquet(paths[""news_signal_panel""], index=False)"
